identity	disposition	target_identity	rationale	first_path	first_line	occurrence_count
npa.machine-api.minimal-failing-artifact.hash.v2	bump	npa.machine-api.minimal-failing-artifact.hash.v3	hashes_changed_minimal_artifact_bytes	npa-core/crates/npa-api/src/tactic.rs	1558	1
npa.machine-api.premise-expression-universes.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	8327	1
npa.machine-api.premise-index-entry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	48	1
npa.machine-api.premise-query-profile.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9055	1
npa.machine-api.premise-query.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9027	1
npa.machine-api.premise-search-query-profile.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	13814	1
npa.machine-api.premise-search-query-profile.v2.axiom-aware-ranking	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	50	1
npa.machine-api.premise-set-feature.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	6064	1
npa.machine-api.premise-structural-features.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	5960	1
npa.machine-api.prompt-payload.v1	bump	npa.machine-api.prompt-payload.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/prompt.rs	36	1
npa.machine-api.prompt-rendered-content.v1	bump	npa.machine-api.prompt-rendered-content.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/prompt.rs	37	1
npa.machine-api.repair-chain.candidate-identity.v1	retain-with-domain-separated-child	npa.machine-api.repair-chain.candidate-identity.v1	unchanged_cache_or_candidate_identity_commits_new_diagnostic_state_context_or_reparsed_payload_hashes	npa-core/crates/npa-api/src/tactic.rs	373	1
npa.machine-api.repair-operator.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	371	1
npa.machine-api.retrieval-cache-key.v1	retain-with-domain-separated-child	npa.machine-api.retrieval-cache-key.v1	unchanged_cache_or_candidate_identity_commits_new_diagnostic_state_context_or_reparsed_payload_hashes	npa-core/crates/npa-api/src/search.rs	9086	1
npa.machine-api.retrieval-evaluation.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	52	1
npa.machine-api.retrieval-local-context.v1	retain-with-domain-separated-child	npa.machine-api.retrieval-local-context.v1	no_removed_field_and_changed_core_context_or_source_is_a_separated_hash	npa-core/crates/npa-api/src/search.rs	9062	1
npa.machine-api.session-checked-current.v1	bump	npa.machine-api.session-checked-current.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/session.rs	1892	2
npa.machine-api.session-direct-imports.v1	retain-with-domain-separated-child	npa.machine-api.session-direct-imports.v1	unchanged_session_subencoding_commits_new_pair_certificate_or_import_summary_hashes	npa-core/crates/npa-api/src/session.rs	1881	1
npa.machine-api.session-import-context.v2	retain-with-domain-separated-child	npa.machine-api.session-import-context.v2	unchanged_session_subencoding_commits_new_pair_certificate_or_import_summary_hashes	npa-core/crates/npa-api/src/session.rs	1864	1
npa.machine-api.session-root.v2	bump	npa.machine-api.session-root.v3	session_root_commits_new_protocol_and_context_epoch	npa-core/crates/npa-api/src/session.rs	1840	1
npa.machine-api.simp-rule-ref.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/session.rs	2445	1
npa.machine-api.stored-expr-view.v1	retain-with-domain-separated-child	npa.machine-api.stored-expr-view.v1	no_removed_field_and_changed_core_context_or_source_is_a_separated_hash	npa-core/crates/npa-api/src/snapshot.rs	31	1
npa.machine-api.stored-snapshot-view.v1	bump	npa.machine-api.stored-snapshot-view.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/snapshot.rs	30	1
npa.machine-api.theorem-filters.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9312	1
npa.machine-api.theorem-index-entry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	8941	1
npa.machine-api.theorem-index.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	8920	1
npa.machine-api.theorem-query.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9008	1
npa.machine-api.v1	bump	npa.machine-api.v2	public_protocol_local_shape_and_error_vocabulary_change	npa-core/crates/npa-api/examples/bench_true_batching.rs	230	27
npa.machine-api.verified-premise-axiom-summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	6150	1
npa.machine-api.verified-premise-identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	47	1
npa.machine-api.verified-premise-index.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	5937	1
npa.machine-api.visible-imports.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9182	1
npa.machine-diagnostic-tree.v1	bump	npa.machine-diagnostic-tree.v2	local_value_target_removed_and_removed_term_let_added	npa-core/crates/npa-api/src/diagnostic.rs	28	4
npa.machine-tactic.builtin.eq.rec.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	219	3
npa.machine-tactic.builtin.eq.refl.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	218	3
npa.machine-tactic.builtin.eq.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	217	3
npa.machine-tactic.builtin.nat.rec.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	216	3
npa.machine-tactic.builtin.nat.succ.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	215	3
npa.machine-tactic.builtin.nat.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	213	3
npa.machine-tactic.builtin.nat.zero.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/src/ext_env.ml	214	3
npa.machine-tactic.checked-decl-signature.hash.v1	bump	npa.machine-tactic.checked-decl-signature.hash.v2	inline_core_expression_semantic_epoch_changes	npa-core/crates/npa-tactic/src/lib.rs	20651	1
npa.machine-tactic.checked-decl-signature.v1	bump	npa.machine-tactic.checked-decl-signature.v2	inline_core_expression_semantic_epoch_changes	npa-core/crates/npa-api/src/current.rs	1099	3
npa.machine-tactic.current.checked-env.v2	retain-with-domain-separated-child	npa.machine-tactic.current.checked-env.v2	unchanged_layout_commits_new_pair_certificate_profile_or_signature_hashes	npa-core/crates/npa-tactic/src/lib.rs	20555	1
npa.machine-tactic.current.dependency-selective.v1	retain-with-domain-separated-child	npa.machine-tactic.current.dependency-selective.v1	unchanged_layout_commits_new_pair_certificate_profile_or_signature_hashes	npa-core/crates/npa-tactic/src/lib.rs	20008	1
npa.machine-tactic.current.prior-chain.v2	retain-with-domain-separated-child	npa.machine-tactic.current.prior-chain.v2	unchanged_layout_commits_new_pair_certificate_profile_or_signature_hashes	npa-core/crates/npa-tactic/src/lib.rs	20505	1
npa.machine-tactic.diagnostic-local-context-summary.hash.v1	bump	npa.machine-tactic.diagnostic-local-context-summary.hash.v2	value_hash_and_value_summary_removed	npa-core/crates/npa-tactic/src/lib.rs	3447	1
npa.machine-tactic.diagnostic-local-context-summary.v1	bump	npa.machine-tactic.diagnostic-local-context-summary.v2	value_hash_and_value_summary_removed	npa-core/crates/npa-tactic/src/lib.rs	3418	1
npa.machine-tactic.diagnostic.expected-actual.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20584	1
npa.machine-tactic.diagnostic.expected-actual.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20577	1
npa.machine-tactic.goal-id.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20596	1
npa.machine-tactic.kernel-check-profile.v1	bump	npa.machine-tactic.kernel-check-profile.v2	core_and_reduction_profile_members_change	npa-core/crates/npa-api/src/session.rs	2478	4
npa.machine-tactic.level-arg-list.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20909	1
npa.machine-tactic.machine-local-context.hash.v1	bump	npa.machine-tactic.machine-local-context.hash.v2	inline_local_declarations_become_assumption_only	npa-core/crates/npa-tactic/src/lib.rs	20638	1
npa.machine-tactic.machine-local-context.v1	bump	npa.machine-tactic.machine-local-context.v2	inline_local_declarations_become_assumption_only	npa-core/crates/npa-tactic/src/lib.rs	20628	1
npa.machine-tactic.machine-local-decl.hash.v1	bump	npa.machine-tactic.machine-local-decl.hash.v2	inline_local_value_field_removed	npa-core/crates/npa-tactic/src/lib.rs	20622	1
npa.machine-tactic.machine-local-decl.v1	bump	npa.machine-tactic.machine-local-decl.v2	inline_local_value_field_removed	npa-core/crates/npa-tactic/src/lib.rs	20615	1
npa.machine-tactic.machine-proof-delta.v1	bump	npa.machine-tactic.machine-proof-delta.v2	proof_state_semantic_epoch_changes	npa-core/crates/npa-tactic/src/lib.rs	20964	2
npa.machine-tactic.machine-proof-state.v1	bump	npa.machine-tactic.machine-proof-state.v2	inline_proof_expr_and_local_context_grammar_changes	npa-core/crates/npa-tactic/src/lib.rs	21044	1
npa.machine-tactic.machine-tactic-cache-key.hash.v1	retain-with-domain-separated-child	npa.machine-tactic.machine-tactic-cache-key.hash.v1	state_and_tactic_fields_commit_new_child_hashes	npa-core/crates/npa-tactic/src/lib.rs	20894	1
npa.machine-tactic.machine-tactic-cache-key.v1	retain-with-domain-separated-child	npa.machine-tactic.machine-tactic-cache-key.v1	state_and_tactic_fields_commit_new_child_hashes	npa-core/crates/npa-tactic/src/lib.rs	20884	1
npa.machine-tactic.machine-tactic-env.v2	bump	npa.machine-tactic.machine-tactic-env.v3	inline_checked_signatures_and_kernel_profile_change	npa-core/crates/npa-tactic/src/lib.rs	21007	1
npa.machine-tactic.machine-tactic-options.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20919	1
npa.machine-tactic.machine-tactic.hash.v1	retain-with-domain-separated-child	npa.machine-tactic.machine-tactic.hash.v1	term_fields_are_new_domain_separated_source_hashes_not_inline_terms	npa-core/crates/npa-tactic/src/lib.rs	20848	1
npa.machine-tactic.machine-tactic.v1	retain-with-domain-separated-child	npa.machine-tactic.machine-tactic.v1	term_fields_are_new_domain_separated_source_hashes_not_inline_terms	npa-core/crates/npa-tactic/src/lib.rs	20841	1
npa.machine-tactic.machine-term-source.hash.v1	bump	npa.machine-tactic.machine-term-source.hash.v2	embedded_frontend_term_source_identity_changes	npa-core/crates/npa-tactic/src/lib.rs	20566	2
npa.machine-tactic.machine-term-source.v1	bump	npa.machine-tactic.machine-term-source.v2	embedded_frontend_term_source_identity_changes	npa-core/crates/npa-tactic/src/lib.rs	20559	1
npa.machine-tactic.meta-var-id.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20590	1
npa.machine-tactic.proof-expr.hash.v1	bump	npa.machine-tactic.proof-expr.hash.v2	inline_proof_expression_grammar_loses_let	npa-core/crates/npa-tactic/src/lib.rs	20609	1
npa.machine-tactic.proof-expr.v1	bump	npa.machine-tactic.proof-expr.v2	inline_proof_expression_grammar_loses_let	npa-core/crates/npa-tactic/src/lib.rs	20602	1
npa.machine-tactic.refine-term-source.hash.v1	bump	npa.machine-tactic.refine-term-source.hash.v2	inline_refine_term_grammar_loses_let	npa-core/crates/npa-tactic/src/lib.rs	1452	1
npa.machine-tactic.refine-term-source.v1	bump	npa.machine-tactic.refine-term-source.v2	inline_refine_term_grammar_loses_let	npa-core/crates/npa-tactic/src/lib.rs	1445	1
npa.machine-tactic.replay-diagnostic.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	25032	1
npa.machine-tactic.resolved-eq-family.builtin.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	17016	1
npa.machine-tactic.resolved-eq-family.decl.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	17057	1
npa.machine-tactic.resolved-eq-family.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	17022	2
npa.machine-tactic.resolved-family-options.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20940	1
npa.machine-tactic.resolved-nat-family.decl.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	17442	1
npa.machine-tactic.resolved-nat-family.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	17453	1
npa.machine-tactic.simp-registry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20933	1
npa.machine-tactic.tactic-budget.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/advanced_ai.rs	11626	2
npa.machine-tactic.tactic-options.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/advanced_ai.rs	11600	2
npa.machine-tactic.universe-diagnostic.identity.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	3113	1
npa.machine-tactic.universe-diagnostic.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	3074	1
npa.machine-tactic.universe-param-list.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20900	1
npa.machine-tactic.verified-export-signature.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-tactic/src/lib.rs	20489	1
npa.machine_tactic_candidate.v1	retain-with-domain-separated-child	npa.machine_tactic_candidate.v1	raw_json_grammar_unchanged_and_terms_reparse_under_machine_api_v2	npa-core/crates/npa-api/src/human.rs	10894	2
npa.mathlib.catalog_registry_change_request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	70	2
npa.mathlib.catalog_registry_recovery.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_promotion_registry_reconcile.rs	1743	1
npa.mathlib.catalog_registry_recovery.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_promotion_registry_reconcile.rs	1663	1
npa.mathlib.catalog_registry_sync_attestation.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	73	2
npa.mathlib.declaration_promotion_request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	53	2
npa.mathlib.interface_inventory.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/diagnostic.rs	24	1
npa.mathlib.interface_proposal.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/interface_proposal.rs	21	1
npa.mathlib.interface_proposal_check.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/diagnostic.rs	22	1
npa.mathlib.interface_proposal_surface_drift.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/diagnostic.rs	27	1
npa.mathlib.promotion_origin_registry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/catalog_registry_sync_attestation.rs	735	2
npa.mathlib.promotion_origin_registry.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	64	2
npa.mathlib.promotion_origin_registry.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	67	2
npa.mathlib.promotion_plan.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/promotion_registry.rs	971	2
npa.mathlib.promotion_plan.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	55	2
npa.mathlib.promotion_transaction.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	75	1
npa.mathlib.verified_materialization_attestation.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	58	2
npa.minimal_failing_artifact.v2	bump	npa.minimal_failing_artifact.v3	local_value_hash_removed	npa-core/crates/npa-api/src/tactic.rs	1556	1
npa.package.audit_cache.v0.2	retain-with-domain-separated-child	npa.package.audit_cache.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	31	1
npa.package.audit_disk_memo.v0.2	retain-with-domain-separated-child	npa.package.audit_disk_memo.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	48	1
npa.package.audit_disk_memo_result.v0.2	retain-with-domain-separated-child	npa.package.audit_disk_memo_result.v0.2	unchanged_untrusted_entry_layout_contains_a_recomputed_current_cache_key	npa-core/crates/npa-package/src/audit_cache.rs	51	1
npa.package.audit_process_memo.v0.2	retain-with-domain-separated-child	npa.package.audit_process_memo.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	41	1
npa.package.audit_result.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/audit_cache.rs	2058	1
npa.package.audit_result.v0.2	retain-with-domain-separated-child	npa.package.audit_result.v0.2	unchanged_untrusted_entry_layout_contains_a_recomputed_current_cache_key	npa-core/crates/npa-package/src/audit_cache.rs	34	1
npa.package.axiom_report.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	15	3
npa.package.build_check_cache.v0.2	retain-with-domain-separated-child	npa.package.build_check_cache.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/build_check_cache.rs	31	1
npa.package.build_check_cache.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_build_cache.rs	2675	1
npa.package.build_check_cache_namespace.v0.1	retain-with-domain-separated-child	npa.package.build_check_cache_namespace.v0.1	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/build_check_cache.rs	38	2
npa.package.build_check_cache_namespace.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/build_check_cache.rs	1238	1
npa.package.build_check_result.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/tests/package_build_certs_check.rs	1152	3
npa.package.build_check_result.v0.2	retain-with-domain-separated-child	npa.package.build_check_result.v0.2	unchanged_untrusted_entry_layout_contains_a_recomputed_current_cache_key	npa-core/crates/npa-package/src/build_check_cache.rs	34	1
npa.package.build_check_tool_identity.v0.2	retain-with-domain-separated-child	npa.package.build_check_tool_identity.v0.2	unchanged_tool_identity_layout_commits_the_new_executable_and_authoring_abi_hashes	npa-core/crates/npa-cli/src/package_build_cache.rs	56	1
npa.package.changed_selection.artifact_provenance.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	50	3
npa.package.changed_selection.benchmark_run.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	48	3
npa.package.changed_selection.comparison.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/check-performance.sh	527	3
npa.package.changed_selection.provenance.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	49	3
npa.package.command_result.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	19	2
npa.package.command_result.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	20	2
npa.package.command_result.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	21	7
npa.package.command_result.v0.4	bump	npa.package.command_result.v0.5	current_nested_measurement_and_host_mapping_change	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	1126	14
npa.package.import_context_export_cache.v0.2	retain-with-domain-separated-child	npa.package.import_context_export_cache.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	62	1
npa.package.import_context_export_cache_entry.v0.2	retain-with-domain-separated-child	npa.package.import_context_export_cache_entry.v0.2	unchanged_untrusted_entry_layout_contains_a_recomputed_current_cache_key	npa-core/crates/npa-package/src/audit_cache.rs	66	1
npa.package.lock.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/tests/package_refactor_plan.rs	909	8
npa.package.lock.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_verifier.rs	16681	2
npa.package.publish_plan.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	78	3
npa.package.reference_summary_cache.v0.2	retain-with-domain-separated-child	npa.package.reference_summary_cache.v0.2	unchanged_cache_key_layout_commits_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	54	1
npa.package.reference_summary_cache_entry.v0.2	retain-with-domain-separated-child	npa.package.reference_summary_cache_entry.v0.2	unchanged_untrusted_entry_layout_contains_a_recomputed_current_cache_key	npa-core/crates/npa-package/src/audit_cache.rs	58	1
npa.package.targeted_authoring.non_authoritative_local_hit.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	42	1
npa.package.targeted_authoring_cache_limits.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/build_check_cache.rs	58	1
npa.package.targeted_authoring_external_leaf.v0.1	retain-with-domain-separated-child	npa.package.targeted_authoring_external_leaf.v0.1	unchanged_targeted_authoring_layout_is_guarded_by_new_pair_abi_tool_and_certificate_hashes	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	41	1
npa.package.targeted_authoring_human_interface.v0.1	retain-with-domain-separated-child	npa.package.targeted_authoring_human_interface.v0.1	unchanged_targeted_authoring_layout_is_guarded_by_new_pair_abi_tool_and_certificate_hashes	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	39	1
npa.package.targeted_authoring_module_identity.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	35	1
npa.package.targeted_authoring_support_closure.v0.1	retain-with-domain-separated-child	npa.package.targeted_authoring_support_closure.v0.1	unchanged_targeted_authoring_layout_is_guarded_by_new_pair_abi_tool_and_certificate_hashes	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	38	1
npa.package.targeted_authoring_support_context.v0.1	retain-with-domain-separated-child	npa.package.targeted_authoring_support_context.v0.1	unchanged_targeted_authoring_layout_is_guarded_by_new_pair_abi_tool_and_certificate_hashes	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	32	2
npa.package.targeted_authoring_support_context.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3203	1
npa.package.targeted_authoring_support_key.v0.1	retain-with-domain-separated-child	npa.package.targeted_authoring_support_key.v0.1	unchanged_targeted_authoring_layout_is_guarded_by_new_pair_abi_tool_and_certificate_hashes	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	29	2
npa.package.theorem_index.v0.1	retain-with-domain-separated-child	npa.package.theorem_index.v0.1	theorem_index_schema_is_untrusted_and_unchanged_while_rows_commit_rebuilt_certificate_and_export_hashes	npa-agents/apps/agentctl/tests/mine_corpus_lemmas.rs	471	4
npa.package.theorem_index.v0.1.certificate_derived	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/theorem_index.rs	38	1
npa.package.theorem_premise_report.v0.1	bump	npa.package.theorem_premise_report.v0.2	let_value_use_site_removed_from_closed_vocabulary	npa-core/crates/npa-package/src/theorem_premise_report.rs	31	1
npa.package.theorem_premise_report.v0.1.certificate_structural	bump	npa.package.theorem_premise_report.v0.2.certificate_structural	structural_report_profile_tracks_v0_2_report_vocabulary	npa-core/crates/npa-package/src/theorem_premise_report.rs	36	1
